symptoms
ใบเป็นรอยเส้นขาวๆ ยาวๆ
ขีดเป็นแนวยาวไม่เหมือนโรคอื่น
ใบดูเหมือนเป็นรอยดินสอจางๆ
มีรอยขีดยาวๆ ตามใบข้าว
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
ขีดเป็นแนวยาวไม่เหมือนโรคอื่น
เหมือนโดนขูดเบาๆ แล้วเหลือรอยจาง
ขีดยาวๆ เหมือนมีคนเอาอะไรขูด
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
มีรอยเส้นสีจางๆ ลากตามใบ
เส้นโปร่งๆ บนใบหลายเส้นเลย
เส้นโปร่งๆ บนใบหลายเส้นเลย
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
เส้นโปร่งๆ บนใบหลายเส้นเลย
ใบมีทางสีขาวๆ คล้ายลายเส้น
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
ขีดยาวๆ เหมือนมีคนเอาอะไรขูด
มีรอยขีดยาวๆ ตามใบข้าว
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
รอยขีดมันโปร่งจนเห็นทะลุ
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
มีเส้นขีดบางๆ โปร่งแสงบนใบ
เส้นยาวบนใบดูซีดๆ
เป็นรอยบางๆ ลากยาวตลอดใบ
ลายขาวบางๆ แทรกอยู่บนใบข้าว
ใบดูซีดเป็นทางๆ
มีเส้นขีดบางๆ โปร่งแสงบนใบ
ขีดยาวๆ เหมือนมีคนเอาอะไรขูด
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
รอยขีดมันโปร่งจนเห็นทะลุ
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ใบเป็นรอยเส้นขาวๆ ยาวๆ
ขีดเหมือนเส้นใยบนใบข้าว
เส้นโปร่งๆ เรียงกันตามแนวใบ
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
ใบดูเหมือนเป็นรอยดินสอจางๆ
เหมือนโดนขูดเบาๆ แล้วเหลือรอยจาง
เส้นยาวบนใบดูซีดๆ
มีรอยเส้นสีจางๆ ลากตามใบ
มีรอยเส้นสีจางๆ ลากตามใบ
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
เส้นโปร่งๆ บนใบหลายเส้นเลย
รอยขีดมันโปร่งจนเห็นทะลุ
ใบเหมือนเป็นรอยขูดๆ จางๆ
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
ใบดูเหมือนเป็นรอยดินสอจางๆ
เหมือนโดนขูดเบาๆ แล้วเหลือรอยจาง
เป็นรอยบางๆ ลากยาวตลอดใบ
ขีดเป็นทางบนใบ มองทะลุได้นิดๆ
ใบซีดๆ เป็นรอยเส้นตลอดแนว
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
ลายขาวบางๆ แทรกอยู่บนใบข้าว
รอยขีดมันโปร่งจนเห็นทะลุ
ใบเป็นรอยเส้นขาวๆ ยาวๆ
ขีดเป็นแนวยาวไม่เหมือนโรคอื่น
ใบเป็นรอยเส้นขาวๆ ยาวๆ
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
เหมือนมีรอยดินสอลากยาวบนใบ
ขีดเป็นแนวยาวไม่เหมือนโรคอื่น
มีเส้นขีดบางๆ โปร่งแสงบนใบ
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
เหมือนใบโดนเขียนด้วยสีขาวบางๆ
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
ใบซีดๆ เป็นรอยเส้นตลอดแนว
ใบซีดๆ เป็นรอยเส้นตลอดแนว
เส้นยาวบนใบดูซีดๆ
เหมือนใบโดนเขียนด้วยสีขาวบางๆ
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
เส้นโปร่งๆ บนใบหลายเส้นเลย
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
ใบดูซีดเป็นทางๆ
มีรอยขีดยาวๆ ตามใบข้าว
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
ขีดเหมือนเส้นใยบนใบข้าว
มีรอยขีดยาวๆ ตามใบข้าว
ขีดเป็นแนวยาวไม่เหมือนโรคอื่น
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
เหมือนโดนขูดเบาๆ แล้วเหลือรอยจาง
มีรอยเส้นสีจางๆ ลากตามใบ
รอยขีดมันโปร่งจนเห็นทะลุ
เส้นยาวบนใบดูซีดๆ
มีรอยขีดยาวๆ ตามใบข้าว
เห็นรอยเส้นซีดๆ ตามแนวเส้นใบ
ใบมีทางสีขาวๆ คล้ายลายเส้น
มีรอยขีดยาวๆ ตามใบข้าว
มีรอยขีดยาวๆ ตามใบข้าว
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
เป็นรอยบางๆ ลากยาวตลอดใบ
มีรอยขีดยาวๆ ตามใบข้าว
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
เส้นโปร่งๆ บนใบหลายเส้นเลย
เส้นโปร่งๆ เรียงกันตามแนวใบ
มีรอยขีดยาวๆ ตามใบข้าว
เส้นยาวบนใบดูซีดๆ
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบมีทางสีขาวๆ คล้ายลายเส้น
เหมือนใบโดนเขียนด้วยสีขาวบางๆ
ลายขาวบางๆ แทรกอยู่บนใบข้าว
เหมือนมีรอยดินสอลากยาวบนใบ
ใบเหมือนเป็นรอยขูดๆ จางๆ
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
ใบดูซีดเป็นทางๆ
ใบดูซีดเป็นทางๆ
เหมือนใบโดนเขียนด้วยสีขาวบางๆ
ขีดเหมือนเส้นใยบนใบข้าว
เส้นโปร่งๆ เรียงกันตามแนวใบ
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
ใบดูซีดเป็นทางๆ
เห็นรอยเส้นซีดๆ ตามแนวเส้นใบ
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
เส้นโปร่งๆ บนใบหลายเส้นเลย
ใบเหมือนเป็นรอยขูดๆ จางๆ
มีรอยเส้นสีจางๆ ลากตามใบ
ใบดูซีดเป็นทางๆ
ใบดูเหมือนเป็นรอยดินสอจางๆ
เส้นโปร่งๆ บนใบหลายเส้นเลย
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
มีรอยเส้นสีจางๆ ลากตามใบ
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
มีเส้นขีดบางๆ โปร่งแสงบนใบ
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
เส้นขีดมันบางๆ แต่อยู่ทั่วใบ
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ขีดเป็นทางบนใบ มองทะลุได้นิดๆ
เหมือนใบโดนเขียนด้วยสีขาวบางๆ
มีรอยขีดยาวๆ ตามใบข้าว
ใบดูซีดเป็นทางๆ
มีเส้นขีดบางๆ โปร่งแสงบนใบ
ขีดยาวๆ เหมือนมีคนเอาอะไรขูด
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
เส้นโปร่งๆ บนใบหลายเส้นเลย
ลายขาวบางๆ แทรกอยู่บนใบข้าว
มีรอยเส้นสีจางๆ ลากตามใบ
ใบดูซีดเป็นทางๆ
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
ขีดเหมือนเส้นใยบนใบข้าว
ขีดเป็นทางบนใบ มองทะลุได้นิดๆ
ใบดูเหมือนเป็นรอยดินสอจางๆ
ใบดูแปลกๆ มีเส้นซีดๆ พาดไปพาดมา
ใบมีทางสีขาวๆ คล้ายลายเส้น
ขีดยาวๆ เหมือนโดนร้อนแต่ไม่ไหม้
ใบซีดๆ เป็นรอยเส้นตลอดแนว
มีเส้นขีดบางๆ โปร่งแสงบนใบ
ใบมีทางสีขาวๆ คล้ายลายเส้น
รอยขีดมันโปร่งจนเห็นทะลุ
ขีดๆ โปร่งแสง ไม่ใช่รอยแผลชัดเจน
ขีดเป็นทางบนใบ มองทะลุได้นิดๆ
คล้ายๆ กับลายเส้นสีขาวลากไปมา
ใบเหมือนโดนขีดด้วยดินสอสีจางๆ
ใบเหมือนเป็นรอยขูดๆ จางๆ
ใบมีทางสีขาวๆ คล้ายลายเส้น
เส้นโปร่งๆ เรียงกันตามแนวใบ
เส้นโปร่งๆ บนใบหลายเส้นเลย
เส้นยาวบนใบดูซีดๆ
ใบลายเส้นซีดๆ เห็นได้ตอนแดดแรง
เส้นโปร่งๆ บนใบหลายเส้นเลย
ใบมีทางสีขาวๆ คล้ายลายเส้น
เป็นรอยบางๆ ลากยาวตลอดใบ
ใบดูซีดเป็นทางๆ
ใบมีทางสีขาวๆ คล้ายลายเส้น
รอยขีดมันโปร่งจนเห็นทะลุ
คล้ายๆ กับลายเส้นสีขาวลากไปมา
มีรอยขีดยาวๆ ตามใบข้าว
ขีดเหมือนเส้นใยบนใบข้าว
เส้นโปร่งๆ บนใบหลายเส้นเลย
ขีดยาวๆ เหมือนมีคนเอาอะไรขูด
เส้นโปร่งๆ เรียงกันตามแนวใบ
ใบดูเหมือนเป็นรอยดินสอจางๆ
